                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "15140"                               "gfortran"                                 "10.2.0"                   "x86_64-macos-20.12.2"                                 "CRMATH"                               "20240302"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                     236                                      783                  9.1368896881599560E+007                  7.0253228107599730E+000                  9.9998024095261018E-001                  3.3298497329030639E+001                 -1.2694108565514538E+001                  1.9929741485576111E-002                  9.9999999996400002E-001                  9.7161746468379528E-001                  1.8235754606134469E-002                  7.8131588976404487E-008                  9.9999999996400002E-001                  9.7161746468379528E-001                  1.8235754606134469E-002                  7.8131588976404487E-008                 -1.4819435942527104E-001                 -4.7349391205182606E+001                 -1.5477468515471340E+001                 -1.4819435942527084E-001                 -1.6450993735361405E-001                 -1.5815084587472263E+000                 -4.7349391205182606E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7497449922997865E+000                 -1.4682975446447546E-001                 -5.0251700967314204E-002                  4.5385624479077320E+000                  2.5054507691830931E-012                  1.7172001135315604E+001                  1.9107752589335281E+000                  7.1334569158015553E+000                  6.2295282501868321E-001                  8.4813456667060105E-001                  1.3015977536648662E+000                  6.9624976353387213E-001                  2.8319021595450744E-001                  4.3510409912493684E-004                  9.3801106800030145E-003                  3.4468833607861284E-003                  9.3805276451495445E-003                  6.9946644828203408E-001                  2.8032682144166865E-001                                        0                                        5 
                                     237                                      780                  1.0408939320589834E+008                  7.1045040568075981E+000                  9.9997765523459636E-001                  3.3298496206043936E+001                 -1.2691922895781852E+001                  1.4017933408445905E-002                  9.9999999996400002E-001                  9.7182623906935095E-001                  1.3398289139582853E-002                  7.8131791259039574E-008                  9.9999999996400002E-001                  9.7182623906935095E-001                  1.3398289139582853E-002                  7.8131791259039574E-008                 -1.4614497761477760E-001                 -4.7346138752701343E+001                 -1.5477468515471340E+001                 -1.4614497761477740E-001                 -1.5969017802348426E-001                 -1.6588988516802994E+000                 -4.7346138752701343E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7499648783904278E+000                 -1.4521081539095793E-001                 -4.9882003611837269E-002                  4.5378219302100726E+000                  2.1872055876779365E-012                  1.7174598333956748E+001                  1.9137482260946734E+000                  7.1333229147886454E+000                  6.2333768003848566E-001                  8.4773711695374510E-001                  1.3026209523235173E+000                  6.9545548718037831E-001                  2.8395588129080390E-001                  2.5211886846220776E-004                  9.3799724352485632E-003                  3.4468833607861279E-003                  9.3805276451495341E-003                  6.9936882346713081E-001                  2.8040687548589177E-001                                        0                                        5 
                                     238                                      776                  1.1935398879505686E+008                  7.1836853028552223E+000                  9.9997453812432302E-001                  3.3298494852267787E+001                 -1.2689933136366152E+001                  9.5708547246556482E-003                  9.9999999996400002E-001                  9.7198248971190193E-001                  9.1879944536520375E-003                  7.8132034730948874E-008                  9.9999999996400002E-001                  9.7198248971190193E-001                  9.1879944536520375E-003                  7.8132034730948874E-008                 -1.4435038183696511E-001                 -4.7340528572592127E+001                 -9.8999999999999986E+001                 -1.4435038183696525E-001                 -1.5573221931667486E-001                 -1.7316008030857035E+000                 -4.7340528572592127E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7501449803296687E+000                 -1.4376560336943123E-001                 -4.9519601479556398E-002                  4.5370957721693594E+000                  1.9156367181815040E-012                  1.7176809461654919E+001                  1.9163648420606567E+000                  7.1332228155466622E+000                  6.2380856828471476E-001                  8.4725000740558953E-001                  1.3038699475157378E+000                  6.9448192192346181E-001                  2.8491126058637389E-001                  1.3109208489113015E-004                  9.3797832267288848E-003                  3.4468833607861284E-003                  9.3805276451495445E-003                  6.9925220046211056E-001                  2.8050432217571392E-001                                        0                                        5 
                                     239                                      776                  1.3767150350204709E+008                  7.2628665489028474E+000                  9.9997078197905231E-001                  3.3298493220950022E+001                 -1.2688124168436193E+001                  5.9255982758129296E-003                  9.9999999996400002E-001                  9.7210510413604434E-001                  4.6302114227566582E-003                  7.8132328273916585E-008                  9.9999999996400002E-001                  9.7210510413604434E-001                  4.6302114227566582E-003                  7.8132328273916585E-008                 -1.4279030237329896E-001                 -4.7332382808749237E+001                 -1.5653559774527022E+001                 -1.4279030237329882E-001                 -1.5248326601773962E-001                 -1.7989554977073576E+000                 -4.7332382808749237E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7502902770345727E+000                 -1.4244915403643929E-001                 -4.9151970222869129E-002                  4.5363588783382207E+000                  1.6832000620587431E-012                  1.7178584764265882E+001                  1.9186443717743362E+000                  7.1331071426498891E+000                  6.2439399397084450E-001                  8.4664410993007588E-001                  1.3054210715439249E+000                  6.9327094038612702E-001                  2.8611323819926859E-001                  6.2225092751868152E-005                  9.3795138946739347E-003                  3.4468833607861288E-003                  9.3805276451495462E-003                  6.9911284042647626E-001                  2.8062267844048100E-001                                        0                                        5 
                                     240                                      771                  1.5965252115043536E+008                  7.3420477949504726E+000                  9.9996625707537801E-001                  3.3298491255747457E+001                 -1.2686438456528750E+001                  2.6763446988784128E-003                  9.9999999996400002E-001                  9.7219994762841100E-001                  1.7157425218384814E-003                  7.8132681879949928E-008                  9.9999999996400002E-001                  9.7219994762841100E-001                  1.7157425218384814E-003                  7.8132681879949928E-008                 -1.4139412793541284E-001                 -4.7316441135378696E+001                 -1.5352529778863040E+001                 -1.4139412793541256E-001                 -1.4974483045015519E-001                 -1.8616240874764398E+000                 -4.7316441135378696E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7504140890598117E+000                 -1.4119496501999262E-001                 -4.8772499765122386E-002                  4.5355979722201649E+000                  1.4817035670206544E-012                  1.7180236866097179E+001                  1.9206638600040931E+000                  7.1332278157223703E+000                  6.2511610063889389E-001                  8.4589744257382404E-001                  1.3073341916643157E+000                  6.9177820508265098E-001                  2.8760258336520500E-001                  3.0819884744988275E-005                  9.3791472009924805E-003                  3.4468833607861292E-003                  9.3805276451495480E-003                  6.9894626346436262E-001                  2.8076619868811570E-001                                        0                                        5 
                                     241                                      773                  1.8602974232850128E+008                  7.4212290409980968E+000                  9.9996080670257115E-001                  3.3298488888594299E+001                 -1.2684802831851995E+001                  1.1172313162770965E-003                  9.9999999996400002E-001                  9.7227643057205171E-001                  8.5314758788268552E-004                  7.8133107428435267E-008                  9.9999999996400002E-001                  9.7227643057205171E-001                  8.5314758788268552E-004                  7.8133107428435267E-008                 -1.4006359423505357E-001                 -4.7294263616072676E+001                 -9.8999999999999986E+001                 -1.4006359423505357E-001                 -1.4731400826539001E-001                 -1.9211052616927153E+000                 -4.7294263616072676E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7505263375908382E+000                 -1.3994070842585851E-001                 -4.8369868530108391E-002                  4.5347903425969767E+000                  1.3077355803370742E-012                  1.7181603114817371E+001                  1.9224604023600931E+000                  7.1334036624071411E+000                  6.2600373733339321E-001                  8.4498122267580333E-001                  1.3096877005361658E+000                  6.8994625653535901E-001                  2.8943413079005270E-001                  1.9204750339844515E-005                  9.3786593046604229E-003                  3.4468833607861279E-003                  9.3805276451495445E-003                  6.9874707220202303E-001                  2.8094004583844290E-001                                        0                                        5 
                                     242                                      772                  2.1768240774218041E+008                  7.5004102870457219E+000                  9.9995424121913234E-001                  3.3298486037119950E+001                 -1.2683143576869686E+001                  2.8407669098311461E-004                  9.9999999996400002E-001                  9.7234159369414785E-001                  2.4039035968337341E-004                  7.8133620684539551E-008                  9.9999999996400002E-001                  9.7234159369414785E-001                  2.4039035968337341E-004                  7.8133620684539551E-008                 -1.3870987477045427E-001                 -4.7266558600787086E+001                 -1.5954589770191003E+001                 -1.3870987477045421E-001                 -1.4503701606583921E-001                 -1.9784463828731811E+000                 -4.7266558600787086E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7506385542007599E+000                 -1.3862086105163449E-001                 -4.7934378062839456E-002                  4.5339165101880914E+000                  1.1566652793163489E-012                  1.7182986928778625E+001                  1.9243363742471913E+000                  7.1336618633190447E+000                  6.2709866481303933E-001                  8.4385376578387117E-001                  1.3125947554561350E+000                  6.8769187228333439E-001                  2.9168961124948622E-001                  1.5758644084545857E-005                  9.3780036012044831E-003                  3.4468833607861292E-003                  9.3805276451495480E-003                  6.9850874875849411E-001                  2.8115048586604791E-001                                        0                                        5 
                                     243                                      770                  2.5566560623859534E+008                  7.5795915330933470E+000                  9.9994633067886596E-001                  3.3298482601445158E+001                 -1.2681385387553846E+001                  0.0000000000000000E+000                  9.9999999996400002E-001                  9.7240483224546814E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996400002E-001                  9.7240483224546814E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.3726318038154481E-001                 -4.7232747168811017E+001                 -1.5176438519807359E+001                 -1.3726318038154439E-001                 -1.4280279407710053E-001                 -2.0343348740611180E+000                 -4.7232747168811017E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7507580884369935E+000                 -1.3718802913437619E-001                 -4.7457030576678425E-002                  4.5329583795409816E+000                  1.0249881886760012E-012                  1.7184481028048921E+001                  1.9263612697846486E+000                  7.1340536467773239E+000                  6.2844224650512870E-001                  8.4247466412788907E-001                  1.3161681725459442E+000                  6.8493411450394126E-001                  2.9444868863102130E-001                  1.5009336146250715E-005                  9.3771404885143062E-003                  3.4468833607861279E-003                  9.3805276451495462E-003                  6.9822340729603605E-001                  2.8140511993609540E-001                                        0                                        5 
                                     244                                      768                  3.0124544443429321E+008                  7.6587727791409721E+000                  9.9993679611116870E-001                  3.3298478460393035E+001                 -1.2679471772475639E+001                  0.0000000000000000E+000                  9.9999999996400002E-001                  9.7247224948175626E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996400002E-001                  9.7247224948175626E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.3566711254228703E-001                 -4.7191989081488074E+001                 -9.8999999999999986E+001                 -1.3566711254228703E-001                 -1.4052913235605471E-001                 -2.0890634414254303E+000                 -4.7191989081488074E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7508906714177797E+000                 -1.3559678950080462E-001                 -4.6926576721464740E-002                  4.5318933307784270E+000                  9.1019325299336049E-013                  1.7186164117684520E+001                  1.9286595799813531E+000                  7.1345510821414102E+000                  6.3006335077199116E-001                  8.4081734025455113E-001                  1.3204885637874857E+000                  6.8161965718255235E-001                  2.9776383087184383E-001                  1.4893742188229811E-005                  9.3760772146622862E-003                  3.4468833607861279E-003                  9.3805276451495358E-003                  6.9788149573003411E-001                  2.8171317098400722E-001                                        0                                        5 
                                     245                                      768                  3.5594125026913071E+008                  7.7379540251885963E+000                  9.9992529848756084E-001                  3.3298473466694219E+001                 -1.2677345937934726E+001                  0.0000000000000000E+000                  9.9999999996400002E-001                  9.7254854800920332E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996400002E-001                  9.7254854800920332E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.3386800662481069E-001                 -4.7142925055362490E+001                 -9.8999999999999986E+001                 -1.3386800662481091E-001                 -1.3814555549053223E-001                 -2.1425943573651671E+000                 -4.7142925055362490E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7510414135203671E+000                 -1.3379871351255304E-001                 -4.6329022932513508E-002                  4.5306932295017068E+000                  8.1008484128693592E-013                  1.7188107956624883E+001                  1.9313449196184100E+000                  7.1351511292717982E+000                  6.3202118637131366E-001                  8.3882537696985926E-001                  1.3257189802673790E+000                  6.7763595537891175E-001                  3.0174837484269013E-001                  1.4913487895622787E-005                  9.3747605824626278E-003                  3.4468833607861275E-003                  9.3805276451495324E-003                  6.9747142669302709E-001                  2.8208584337571307E-001                                        0                                        5 
                                     246                                      772                  4.2157621727093577E+008                  7.8171352712362214E+000                  9.9991142486239115E-001                  3.3298467440963428E+001                 -1.2674945314458705E+001                  0.0000000000000000E+000                  9.9999999996400002E-001                  9.7263790985447007E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996400002E-001                  9.7263790985447007E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.3180855265643282E-001                 -4.7083891085776706E+001                 -9.8999999999999986E+001                 -1.3180855265643288E-001                 -1.3558306972674281E-001                 -2.1946173618076683E+000                 -4.7083891085776706E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7512154473805692E+000                 -1.3173880037937391E-001                 -4.5647134086327965E-002                  4.5293234260785500E+000                  7.2275103401375786E-013                  1.7190388565541575E+001                  1.9345197727061509E+000                  7.1358752618037622E+000                  6.3438886475570966E-001                  8.3643077174518132E-001                  1.3320617421178982E+000                  6.7284701211331754E-001                  3.0653833322895635E-001                  1.4964432819061884E-005                  9.3731199539314851E-003                  3.4468833607861288E-003                  9.3805276451495497E-003                  6.9697911532335788E-001                  2.8253677391737503E-001                                        0                                        5 
                                     247                                      771                  5.0033817767310178E+008                  7.8963165172838465E+000                  9.9989467084235273E-001                  3.3298460164079472E+001                 -1.2672197486748555E+001                  0.0000000000000000E+000                  9.9999999996400002E-001                  9.7274463903931807E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996400002E-001                  9.7274463903931807E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2942409262030274E-001                 -4.7012872573107579E+001                 -9.8999999999999986E+001                 -1.2942409262030286E-001                 -1.3276835689025923E-001                 -2.2445788741644348E+000                 -4.7012872573107579E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7514191163440960E+000                 -1.2935346996903063E-001                 -4.4861806808210357E-002                  4.5277454946383529E+000                  6.4638935677952218E-013                  1.7193093354121380E+001                  1.9383034408038116E+000                  7.1367503315520047E+000                  6.3725710789831369E-001                  8.3355141614993233E-001                  1.3397693259587615E+000                  6.6708861797954555E-001                  3.1229794699343910E-001                  1.5030152444326646E-005                  9.3710598958366646E-003                  3.4468833607861288E-003                  9.3805276451495462E-003                  6.9638739567863550E-001                  2.8308259873161196E-001                                        0                                        5 
                                     248                                      771                  5.9485253015570092E+008                  7.9754977633314708E+000                  9.9987441836239044E-001                  3.3298451367523569E+001                 -1.2669019552176133E+001                  0.0000000000000000E+000                  9.9999999996400002E-001                  9.7286111710416578E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996400002E-001                  9.7286111710416578E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2663573736859202E-001                 -4.6927439866494915E+001                 -1.5653559774527022E+001                 -1.2663573736859191E-001                 -1.2961576027426577E-001                 -2.2916896058604048E+000                 -4.6927439866494915E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7516587087379358E+000                 -1.2656407666897759E-001                 -4.3946294945863010E-002                  4.5259056743577553E+000                  5.7985037588729258E-013                  1.7196326364712341E+001                  1.9428392684040667E+000                  7.1378093181509259E+000                  6.4073942523434668E-001                  8.3008802891763966E-001                  1.3491592649190429E+000                  6.6016221888421489E-001                  3.1922581199191463E-001                  1.5110718833174467E-005                  9.3684489546476332E-003                  3.4468833607861288E-003                  9.3805276451495497E-003                  6.9567527992065425E-001                  2.8374368041375247E-001                                        0                                        5 
                                     249                                      775                  6.7519714172000015E+008                  7.9049567554445694E+000                  9.9985705431729766E-001                  3.3298443825401968E+001                 -1.2665305850457830E+001                  0.0000000000000000E+000                  9.9999999996400002E-001                  9.7298827173840408E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996400002E-001                  9.7298827173840408E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2429767390631115E-001                 -4.6854705420930991E+001                 -9.8999999999999986E+001                 -1.2429767390631127E-001                 -1.2704142408028479E-001                 -2.3251085729104330E+000                 -4.6854705420930991E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7518593832086755E+000                 -1.2422536080446478E-001                 -4.3178285955086645E-002                  4.5243621142546022E+000                  6.4365501912313061E-013                  1.7199079072685635E+001                  1.9467065347299783E+000                  7.1387165269825319E+000                  6.4373474996976376E-001                  8.2713804903508026E-001                  1.3572616758608793E+000                  6.5426257366852236E-001                  3.2512670314463199E-001                  1.5180259769156332E-005                  9.3661233659101013E-003                  3.4468833607861284E-003                  9.3805276451495445E-003                  6.9506811657683376E-001                  2.8430977162002918E-001                                        0                                        5 
                                     250                                      773                  7.4919358579554152E+008                  7.8692108500623776E+000                  9.9984094714640015E-001                  3.3298436829090086E+001                 -1.2662191583480940E+001                  0.0000000000000000E+000                  9.9999999996400002E-001                  9.7309967378419848E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996400002E-001                  9.7309967378419848E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2216551438207875E-001                 -4.6787613646004210E+001                 -9.8999999999999986E+001                 -1.2216551438207882E-001                 -1.2473772238304497E-001                 -2.3509292101244816E+000                 -4.6787613646004210E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7520419241423375E+000                 -1.2209285709166097E-001                 -4.2477115966007901E-002                  4.5229527779645666E+000                  6.8040905688387348E-013                  1.7201622705673493E+001                  1.9502825020202073E+000                  7.1395580232916789E+000                  6.4652338443542101E-001                  8.2441622326550978E-001                  1.3648242379913038E+000                  6.4881920820187777E-001                  3.3057121720412852E-001                  1.5245200503210742E-005                  9.3638869506551068E-003                  3.4468833607861284E-003                  9.3805276451495480E-003                  6.9450721655310765E-001                  2.8483447313774901E-001                                        0                                        5 
                                     251                                      773                  8.2013747396912217E+008                  7.8509149868714267E+000                  9.9982540310037915E-001                  3.3298430077270304E+001                 -1.2659350913467179E+001                  0.0000000000000000E+000                  9.9999999996400002E-001                  9.7320452396188162E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996400002E-001                  9.7320452396188162E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2013344308082226E-001                 -4.6723181071103895E+001                 -9.8999999999999986E+001                 -1.2013344308082226E-001                 -1.2257351257394915E-001                 -2.3717350226885268E+000                 -4.6723181071103895E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7522154454390324E+000                 -1.2006037147973492E-001                 -4.1807915753435086E-002                  4.5216076257196365E+000                  7.0166877241995680E-013                  1.7204072095388206E+001                  1.9537269154185142E+000                  7.1403704516918527E+000                  6.4922511910650393E-001                  8.2180213873844032E-001                  1.3721672055178287E+000                  6.4359131021608995E-001                  3.3580021832676676E-001                  1.5308308728045868E-005                  9.3616516405775150E-003                  3.4468833607861284E-003                  9.3805276451495480E-003                  6.9396775638892749E-001                  2.8534049656263388E-001                                        0                                        5 
                                     252                                      773                  8.8954071495510864E+008                  7.8413797515710604E+000                  9.9981010148519756E-001                  3.3298423430651937E+001                 -1.2656642475822895E+001                  0.0000000000000000E+000                  9.9999999996400002E-001                  9.7330713099336608E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996400002E-001                  9.7330713099336608E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1815109629198298E-001                 -4.6660229230741784E+001                 -9.8999999999999986E+001                 -1.1815109629198298E-001                 -1.2048601184992043E-001                 -2.3888311633615920E+000                 -4.6660229230741784E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7523848998470362E+000                 -1.1807701380580794E-001                 -4.1155145732480226E-002                  4.5202954390593577E+000                  7.1454522068839456E-013                  1.7206588187523860E+001                  1.9571834750350787E+000                  7.1412093556384564E+000                  6.5189736868934522E-001                  8.1923900758969281E-001                  1.3794441601570200E+000                  6.3846531729547917E-001                  3.4092731560242368E-001                  1.5373379288410185E-005                  9.3593686061927590E-003                  3.4468833607861288E-003                  9.3805276451495480E-003                  6.9343828526411566E-001                  2.8583830261568077E-001                                        0                                        5 
