                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "15140"                               "gfortran"                                 "10.2.0"                   "x86_64-macos-20.12.2"                                 "CRMATH"                               "20240302"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                      82                                      706                  1.5553639926474168E+002                  1.4136809298576096E+000                  9.9999999988213284E-001                  3.3298505910309480E+001                 -1.2120458712474949E+001                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9184642193380123E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9184642193380123E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.0800152426799974E+000                 -8.4121114029939008E+001                 -2.0771069700814699E+001                 -5.0800152426799965E+000                 -5.0800152427319407E+000                 -1.5002268631922743E+001                 -8.4121114029939008E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6431343600480992E+000                  9.2000190852875433E-002                  2.8238453619473614E-001                  3.8732985548624717E+000                  1.1072877285997539E-009                  1.4827550955889068E+001                  9.4755300191273484E-002                  6.6083065902014519E+000                  6.2124065241384574E-001                  8.5000496627238675E-001                  1.2966429887664523E+000                  6.9999999999953477E-001                  2.7997020236474868E-001                  3.4468833607861240E-003                  9.3805276451495358E-003                  3.4468833607861345E-003                  9.3805276451495480E-003                  6.9999999991745676E-001                  2.7997020233174991E-001                                        0                                        3 
                                      83                                      706                  1.8664368911769000E+002                  1.4928621759052345E+000                  9.9999999985856081E-001                  3.3298505910299241E+001                 -1.2120465294581290E+001                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9186681060483612E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9186681060483612E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.0799924855627436E+000                 -8.4120926119642562E+001                 -2.0293948446095037E+001                 -5.0799924855627436E+000                 -5.0799924856146932E+000                 -1.5002196095771067E+001                 -8.4120926119642562E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6431341553932781E+000                  9.1994646233264740E-002                  2.8238217319457237E-001                  3.8733032808525620E+000                  1.1011329071570775E-009                  1.4827560315528228E+001                  9.4762459409683336E-002                  6.6083087877647868E+000                  6.2124065118409511E-001                  8.5000496627235600E-001                  1.2966429887665569E+000                  6.9999999999944185E-001                  2.7997020236474873E-001                  3.4468833607861249E-003                  9.3805276451495376E-003                  3.4468833607861345E-003                  9.3805276451495480E-003                  6.9999999990094863E-001                  2.7997020232514991E-001                                        0                                        2 
                                      84                                      706                  2.2397243694122801E+002                  1.5720434219528594E+000                  9.9999999983027488E-001                  3.3298505910286956E+001                 -1.2120473202190828E+001                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9189131472522800E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9189131472522800E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.0799651776533148E+000                 -8.4120700634171783E+001                 -2.0470039705150718E+001                 -5.0799651776533139E+000                 -5.0799651777052715E+000                 -1.5002109054746908E+001                 -8.4120700634171783E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6431339124102067E+000                  9.1988003334945029E-002                  2.8237933771155571E-001                  3.8733089518063109E+000                  1.0938696389635052E-009                  1.4827571546866638E+001                  9.4771051075513799E-002                  6.6083114240204077E+000                  6.2124064970897519E-001                  8.5000496627231859E-001                  1.2966429887666817E+000                  6.9999999999933005E-001                  2.7997020236474868E-001                  3.4468833607861236E-003                  9.3805276451495358E-003                  3.4468833607861345E-003                  9.3805276451495480E-003                  6.9999999988113970E-001                  2.7997020231723102E-001                                        0                                        2 
                                      85                                      706                  2.6876693432947360E+002                  1.6512246680004841E+000                  9.9999999979633247E-001                  3.3298505910272219E+001                 -1.2120482680559881E+001                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9192071796510741E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9192071796510741E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.0799324090708025E+000                 -8.4120430061517197E+001                 -9.8999999999999986E+001                 -5.0799324090708025E+000                 -5.0799324091227671E+000                 -1.5002004608912344E+001                 -8.4120430061517197E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6431336208893641E+000                  9.1980032276565107E-002                  2.8237593522405130E-001                  3.8733157567665786E+000                  1.0852320955629610E-009                  1.4827585024143517E+001                  9.4781360446451399E-002                  6.6083145878202556E+000                  6.2124064793861644E-001                  8.5000496627227395E-001                  1.2966429887668323E+000                  6.9999999999919615E-001                  2.7997020236474873E-001                  3.4468833607861245E-003                  9.3805276451495376E-003                  3.4468833607861332E-003                  9.3805276451495497E-003                  6.9999999985736949E-001                  2.7997020230772779E-001                                        0                                        2 
                                      86                                      706                  3.2252033119536833E+002                  1.7304059140481090E+000                  9.9999999975560261E-001                  3.3298505910254526E+001                 -1.2120494054091024E+001                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9195604230048548E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9195604230048548E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.0798930880804134E+000                 -8.4120105388601544E+001                 -9.8999999999999986E+001                 -5.0798930880804134E+000                 -5.0798930881323887E+000                 -1.5001879278798375E+001                 -8.4120105388601544E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6431332719024794E+000                  9.1970470681799171E-002                  2.8237185240043805E-001                  3.8733239223961164E+000                  1.0750504806380487E-009                  1.4827601196401920E+001                  9.4793732625413754E-002                  6.6083183829922634E+000                  6.2124064581516658E-001                  8.5000496627222066E-001                  1.2966429887670121E+000                  6.9999999999903517E-001                  2.7997020236474868E-001                  3.4468833607861240E-003                  9.3805276451495358E-003                  3.4468833607861345E-003                  9.3805276451495462E-003                  6.9999999982884553E-001                  2.7997020229632502E-001                                        0                                        2 
                                      87                                      706                  3.8702440743444197E+002                  1.8095871600957338E+000                  9.9999999970672859E-001                  3.3298505910233303E+001                 -1.2120507698491714E+001                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9199846475908371E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9199846475908371E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.0798459047780247E+000                 -8.4119715801669656E+001                 -2.0771069700814699E+001                 -5.0798459047780247E+000                 -5.0798459048300124E+000                 -1.5001728889705630E+001                 -8.4119715801669656E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6431328484093211E+000                  9.1958978068568162E-002                  2.8236695308013859E-001                  3.8733337210154897E+000                  1.0628706973241899E-009                  1.4827620602428857E+001                  9.4808579606604659E-002                  6.6083229361627369E+000                  6.2124064326775341E-001                  8.5000496627215583E-001                  1.2966429887672291E+000                  6.9999999999884210E-001                  2.7997020236474868E-001                  3.4468833607861236E-003                  9.3805276451495358E-003                  3.4468833607861345E-003                  9.3805276451495480E-003                  6.9999999979461924E-001                  2.7997020228264152E-001                                        0                                        3 
                                      88                                      706                  4.6442929892133031E+002                  1.8887684061433587E+000                  9.9999999964808184E-001                  3.3298505910207837E+001                 -1.2120524090404018E+001                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9204947940575388E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9204947940575388E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.0797892875294783E+000                 -8.4119248326941488E+001                 -9.8999999999999986E+001                 -5.0797892875294783E+000                 -5.0797892875814812E+000                 -1.5001548432930781E+001                 -8.4119248326941488E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6431323424436899E+000                  9.1945196455884934E-002                  2.8236107420506024E-001                  3.8733454787401764E+000                  1.0487040788618393E-009                  1.4827643888677873E+001                  9.4826394783358040E-002                  6.6083284001778937E+000                  6.2124064021068970E-001                  8.5000496627207867E-001                  1.2966429887674882E+000                  6.9999999999861040E-001                  2.7997020236474868E-001                  3.4468833607861236E-003                  9.3805276451495358E-003                  3.4468833607861345E-003                  9.3805276451495480E-003                  6.9999999975354821E-001                  2.7997020226622243E-001                                        0                                        2 
                                      89                                      706                  5.5731516870559642E+002                  1.9679496521909834E+000                  9.9999999957770880E-001                  3.3298505910177269E+001                 -1.2120543750866311E+001                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9211077910936524E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9211077910936524E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.0797213507383647E+000                 -8.4118687399853002E+001                 -9.8999999999999986E+001                 -5.0797213507383647E+000                 -5.0797213507903844E+000                 -1.5001331899390300E+001                 -8.4118687399853002E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6431317385053266E+000                  9.1928672283571891E-002                  2.8235401999562926E-001                  3.8733595871284758E+000                  1.0321799415467163E-009                  1.4827671830761526E+001                  9.4847773419104150E-002                  6.6083349551804069E+000                  6.2124063654348260E-001                  8.5000496627198585E-001                  1.2966429887678002E+000                  6.9999999999833229E-001                  2.7997020236474868E-001                  3.4468833607861236E-003                  9.3805276451495358E-003                  3.4468833607861323E-003                  9.3805276451495341E-003                  6.9999999970426507E-001                  2.7997020224652003E-001                                        0                                        3 
                                      90                                      706                  6.6877821244671566E+002                  2.0471308982386081E+000                  9.9999999949326590E-001                  3.3298505910140598E+001                 -1.2120567329217492E+001                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9218445553469216E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9218445553469216E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.0796398322164027E+000                 -8.4118014348668083E+001                 -2.0771069700814699E+001                 -5.0796398322164027E+000                 -5.0796398322684446E+000                 -1.5001072080152172E+001                 -8.4118014348668083E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6431310100881613E+000                  9.1908829482291843E-002                  2.8234555542932072E-001                  3.8733765162244200E+000                  1.0124999075129543E-009                  1.4827705359223135E+001                  9.4873425781610829E-002                  6.6083428211384367E+000                  6.2124063214282987E-001                  8.5000496627187472E-001                  1.2966429887681741E+000                  6.9999999999799845E-001                  2.7997020236474868E-001                  3.4468833607861236E-003                  9.3805276451495358E-003                  3.4468833607861345E-003                  9.3805276451495462E-003                  6.9999999964512893E-001                  2.7997020222287844E-001                                        0                                        2 
                                      91                                      706                  8.0253386493605888E+002                  2.1263121442862327E+000                  9.9999999939194084E-001                  3.3298505910096594E+001                 -1.2120595636548408E+001                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9227309647705935E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9227309647705935E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.0795420180916135E+000                 -8.4117206775508109E+001                 -9.8999999999999986E+001                 -5.0795420180916135E+000                 -5.0795420181436812E+000                 -1.5000760327310482E+001                 -8.4117206775508109E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6431301377050378E+000                  9.1885026559706304E-002                  2.8233539873427443E-001                  3.8733968295705075E+000                  9.8979475505686653E-010                  1.4827745590441943E+001                  9.4904206942736477E-002                  6.6083522590357751E+000                  6.2124062686288706E-001                  8.5000496627174127E-001                  1.2966429887686233E+000                  6.9999999999759777E-001                  2.7997020236474868E-001                  3.4468833607861232E-003                  9.3805276451495358E-003                  3.4468833607861345E-003                  9.3805276451495480E-003                  6.9999999957417014E-001                  2.7997020219451041E-001                                        0                                        2 
                                      92                                      706                  9.6304064792327063E+002                  2.2054933903338578E+000                  9.9999999927036043E-001                  3.3298505910043794E+001                 -1.2120629596122034E+001                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9237974559225626E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9237974559225626E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.0794246528052449E+000                 -8.4116237814752466E+001                 -2.0470039705150718E+001                 -5.0794246528052449E+000                 -5.0794246528573437E+000                 -1.5000386267434447E+001                 -8.4116237814752466E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6431290911849867E+000                  9.1856466725928260E-002                  2.8232321185748782E-001                  3.8734212032712789E+000                  9.6411451790309484E-010                  1.4827793863678751E+001                  9.4941141983658633E-002                  6.6083635826530047E+000                  6.2124062052820628E-001                  8.5000496627158106E-001                  1.2966429887691624E+000                  6.9999999999711704E-001                  2.7997020236474873E-001                  3.4468833607861236E-003                  9.3805276451495376E-003                  3.4468833607861332E-003                  9.3805276451495341E-003                  6.9999999948902514E-001                  2.7997020216047175E-001                                        0                                        2 
                                      93                                      706                  1.1556487875079245E+003                  2.2846746363814825E+000                  9.9999999912447746E-001                  3.3298505909980435E+001                 -1.2120670342779798E+001                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9250813990413264E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9250813990413264E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.0792838312533197E+000                 -8.4115075244702624E+001                 -9.8999999999999986E+001                 -5.0792838312533206E+000                 -5.0792838313054549E+000                 -1.4999937458248123E+001                 -8.4115075244702624E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6431278344959042E+000                  9.1822194630382145E-002                  2.8230858918787904E-001                  3.8734504485471404E+000                  9.3407900323251951E-010                  1.4827851785478305E+001                  9.4985460597069055E-002                  6.6083771683638268E+000                  6.2124061292835475E-001                  8.5000496627138855E-001                  1.2966429887698094E+000                  6.9999999999653972E-001                  2.7997020236474868E-001                  3.4468833607861232E-003                  9.3805276451495358E-003                  3.4468833607861358E-003                  9.3805276451495497E-003                  6.9999999938686241E-001                  2.7997020211962892E-001                                        0                                        2 
                                      94                                      706                  1.3867785550095093E+003                  2.3638558824291072E+000                  9.9999999894943770E-001                  3.3298505909904414E+001                 -1.2120719237481596E+001                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9266282418924537E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9266282418924537E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.0791148695692767E+000                 -8.4113680423879217E+001                 -2.0169009709486737E+001                 -5.0791148695692767E+000                 -5.0791148696214563E+000                 -1.4999398977434911E+001                 -8.4113680423879217E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6431263242858325E+000                  9.1781064018780500E-002                  2.8229104430222168E-001                  3.8734855382424360E+000                  9.0009602648643177E-010                  1.4827921282875698E+001                  9.5038636986548089E-002                  6.6083934684135217E+000                  6.2124060381037505E-001                  8.5000496627115740E-001                  1.2966429887705861E+000                  6.9999999999584683E-001                  2.7997020236474868E-001                  3.4468833607861232E-003                  9.3805276451495358E-003                  3.4468833607861353E-003                  9.3805276451495445E-003                  6.9999999926427925E-001                  2.7997020207062268E-001                                        0                                        2 
                                      95                                      706                  1.6641342760114112E+003                  2.4430371284767323E+000                  9.9999999873941825E-001                  3.3298505909813208E+001                 -1.2120777912902836E+001                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9284932677594395E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9284932677594395E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.0789121503479056E+000                 -8.4112007017710155E+001                 -2.0771069700814699E+001                 -5.0789121503479056E+000                 -5.0789121504001384E+000                 -1.4998752930265303E+001                 -8.4112007017710155E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6431245140781399E+000                  9.1731722224812060E-002                  2.8226999382062296E-001                  3.8735276391144233E+000                  8.6195172208785941E-010                  1.4828004667139718E+001                  9.5102440352625217E-002                  6.6084130241830739E+000                  6.2124059287163214E-001                  8.5000496627088040E-001                  1.2966429887715187E+000                  6.9999999999501494E-001                  2.7997020236474868E-001                  3.4468833607861232E-003                  9.3805276451495358E-003                  3.4468833607861345E-003                  9.3805276451495462E-003                  6.9999999911720046E-001                  2.7997020201182371E-001                                        0                                        2 
                                      96                                      706                  1.9969611412136933E+003                  2.5222183745243569E+000                  9.9999999848743615E-001                  3.3298505909703771E+001                 -1.2120848305087193E+001                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9307437068932634E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9307437068932634E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.0786689373629699E+000                 -8.4109999475285505E+001                 -9.8999999999999986E+001                 -5.0786689373629699E+000                 -5.0786689374152667E+000                 -1.4997977860411563E+001                 -8.4109999475285505E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6431223464874303E+000                  9.1672540544885300E-002                  2.8224473816207896E-001                  3.8735781503220772E+000                  8.1928848972599515E-010                  1.4828104710102638E+001                  9.5178992905989704E-002                  6.6084364844765382E+000                  6.2124057974954161E-001                  8.5000496627054722E-001                  1.2966429887726381E+000                  6.9999999999401619E-001                  2.7997020236474868E-001                  3.4468833607861227E-003                  9.3805276451495358E-003                  3.4468833607861327E-003                  9.3805276451495358E-003                  6.9999999894073328E-001                  2.7997020194127603E-001                                        0                                        2 
                                      97                                      706                  2.3963533794564323E+003                  2.6013996205719816E+000                  9.9999999818511620E-001                  3.3298505909572476E+001                 -1.2120932742316230E+001                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9334619321840388E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9334619321840388E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.0783771538738485E+000                 -8.4107591208728934E+001                 -2.0169009709486737E+001                 -5.0783771538738485E+000                 -5.0783771539262226E+000                 -1.4997048045325318E+001                 -8.4107591208728934E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6431197409412444E+000                  9.1601518543051014E-002                  2.8221443825353326E-001                  3.8736387500078724E+000                  7.7194554615504193E-010                  1.4828224735519797E+001                  9.5270838381351308E-002                  6.6084646283176234E+000                  6.2124056400863037E-001                  8.5000496627014777E-001                  1.2966429887739821E+000                  6.9999999999281681E-001                  2.7997020236474862E-001                  3.4468833607861223E-003                  9.3805276451495341E-003                  3.4468833607861349E-003                  9.3805276451495480E-003                  6.9999999872901530E-001                  2.7997020185663546E-001                                        0                                        3 
                                      98                                      706                  2.8756240653477184E+003                  2.6805808666196067E+000                  9.9999999782241689E-001                  3.3298505909414956E+001                 -1.2121034064095314E+001                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9367501369181715E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999917024995E-001                  1.9367501369181715E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.0780271174356111E+000                 -8.4104702417692891E+001                 -9.8999999999999986E+001                 -5.0780271174356111E+000                 -5.0780271174880767E+000                 -1.4995932653801573E+001                 -8.4104702417692891E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6431166155282058E+000                  9.1516317154882634E-002                  2.8217808838552605E-001                  3.8737114495863687E+000                  7.2029197410920332E-010                  1.4828368728396486E+001                  9.5381027812847310E-002                  6.6084983885002426E+000                  6.2124054512771809E-001                  8.5000496626966726E-001                  1.2966429887755966E+000                  6.9999999999137674E-001                  2.7997020236474868E-001                  3.4468833607861227E-003                  9.3805276451495358E-003                  3.4468833607861353E-003                  9.3805276451495462E-003                  6.9999999847501282E-001                  2.7997020175509069E-001                                        0                                        3 
